   Date      Prec    AWRI     EDI
1951-09-09    9.7   366.4   -0.18
1951-09-10    5.5   364.5   -0.19
1951-09-11    9.3   366.8   -0.19
1951-09-12    2.1   361.6   -0.20
1951-09-13    5.6   360.8   -0.19
1951-09-14    3.8   358.1   -0.20
1951-09-15    2.3   354.2   -0.21
1951-09-16    1.6   350.1   -0.23
1951-09-17    8.5   353.2   -0.21
1951-09-18    1.5   348.5   -0.23
1951-09-19    3.6   346.7   -0.25
1951-09-20    2.1   343.3   -0.28
1951-09-21    1.8   340.0   -0.32
1951-09-22    2.0   337.1   -0.31
1951-09-23    2.4   334.7   -0.29
1951-09-24    4.9   334.9   -0.30
1951-09-25    1.5   331.4   -0.29
1951-09-26    1.9   328.7   -0.29
1951-09-27    1.6   325.8   -0.30
1951-09-28    2.0   323.4   -0.30
1951-09-29    1.9   321.0   -0.30
1951-09-30    1.8   318.6   -0.32
1951-10-01    1.5   316.0   -0.32
1951-10-02    0.8   312.8   -0.32
1951-10-03    2.6   311.6   -0.32
1951-10-04    1.0   308.6   -0.32
1951-10-05    3.0   307.9   -0.32
1951-10-06    1.8   305.7   -0.31
1951-10-07    1.1   303.0   -0.31
1951-10-08    0.8   300.2   -0.31
1951-10-09    0.4   297.0   -0.32
1951-10-10    2.2   295.9   -0.32
1951-10-11    1.2   293.6   -0.32
1951-10-12    4.6   294.8   -0.33
1951-10-13    3.3   294.2   -0.31
1951-10-14    2.3   292.6   -0.30
1951-10-15    1.2   290.1   -0.30
1951-10-16    2.7   289.3   -0.30
1951-10-17    1.5   287.1   -0.31
1951-10-18    1.2   284.8   -0.31
1951-10-19    1.2   282.7   -0.32
1951-10-20    0.4   279.8   -0.32
1951-10-21    2.1   278.8   -0.33
1951-10-22    0.4   276.0   -0.34
1951-10-23    0.2   273.1   -0.34
1951-10-24    3.5   273.8   -0.33
1951-10-25    2.5   273.0   -0.32
1951-10-26    0.5   270.2   -0.32
1951-10-27    1.8   268.9   -0.31
1951-10-28    0.9   266.8   -0.32
1951-10-29    1.6   265.4   -0.31
1951-10-30    1.0   263.4   -0.30
1951-10-31    1.3   261.8   -0.33
1951-11-01    1.1   260.0   -0.34
1951-11-02    1.4   258.6   -0.34
1951-11-03    1.7   257.4   -0.33
1951-11-04    2.4   256.9   -0.33
1951-11-05    2.3   256.2   -0.33
1951-11-06    1.7   254.9   -0.33
1951-11-07    1.5   253.4   -0.34
1951-11-08    1.6   252.1   -0.34
1951-11-09    2.1   251.3   -0.35
1951-11-10    2.3   250.6   -0.35
1951-11-11    1.1   248.7   -0.36
1951-11-12    1.0   246.9   -0.36
1951-11-13    2.8   246.9   -0.35
1951-11-14    1.6   245.6   -0.34
1951-11-15    2.3   245.0   -0.34
1951-11-16    1.0   243.1   -0.35
1951-11-17    1.0   241.3   -0.35
1951-11-18    1.6   240.2   -0.35
1951-11-19    2.6   240.1   -0.35
1951-11-20    1.8   239.0   -0.35
1951-11-21    2.0   238.2   -0.33
1951-11-22    1.4   236.7   -0.33
1951-11-23    0.7   234.7   -0.34
1951-11-24    2.6   234.7   -0.32
1951-11-25    1.1   232.9   -0.32
1951-11-26    1.2   231.5   -0.33
1951-11-27    2.2   231.1   -0.33
1951-11-28    1.0   229.3   -0.33
1951-11-29    2.0   228.8   -0.35
1951-11-30    1.1   227.2   -0.35
1951-12-01    1.3   225.9   -0.34
1951-12-02    1.1   224.5   -0.33
1951-12-03    0.8   222.8   -0.33
1951-12-04    1.6   221.9   -0.34
1951-12-05    0.4   219.8   -0.34
1951-12-06    0.9   218.4   -0.35
1951-12-07    1.0   217.1   -0.34
1951-12-08    0.9   215.7   -0.35
1951-12-09    0.2   213.6   -0.35
1951-12-10    1.0   212.4   -0.36
1951-12-11    1.0   211.2   -0.35
1951-12-12    1.8   210.8   -0.34
1951-12-13    0.4   208.9   -0.34
1951-12-14    0.6   207.3   -0.33
1951-12-15    0.2   205.4   -0.34
1951-12-16    1.0   204.4   -0.33
1951-12-17    1.0   203.3   -0.33
1951-12-18    0.4   201.5   -0.34
1951-12-19    0.9   200.4   -0.34
1951-12-20    0.4   198.8   -0.33
1951-12-21    0.2   197.0   -0.33
1951-12-22    0.5   195.6   -0.33
1951-12-23    0.3   194.0   -0.35
1951-12-24    0.3   192.4   -0.35
1951-12-25    0.7   191.3   -0.34
1951-12-26    0.5   189.9   -0.34
1951-12-27    0.5   188.6   -0.34
1951-12-28    0.5   187.3   -0.34
1951-12-29    0.8   186.2   -0.34
1951-12-30    1.2   185.6   -0.34
1951-12-31    0.4   184.1   -0.34
1952-01-01    0.9   183.1   -0.36
1952-01-02    0.7   182.0   -0.36
1952-01-03    0.9   181.0   -0.37
1952-01-04    0.5   179.7   -0.37
1952-01-05    0.2   178.1   -0.38
1952-01-06    0.3   176.6   -0.38
1952-01-07    0.7   175.6   -0.39
1952-01-08    0.2   174.1   -0.39
1952-01-09    0.5   172.9   -0.39
1952-01-10    0.8   172.0   -0.39
1952-01-11    0.4   170.7   -0.40
1952-01-12    0.7   169.7   -0.39
1952-01-13    0.5   168.5   -0.40
1952-01-14    0.8   167.7   -0.39
1952-01-15    0.3   166.3   -0.40
1952-01-16    0.6   165.2   -0.41
1952-01-17    0.2   163.8   -0.41
1952-01-18    0.3   162.5   -0.41
1952-01-19    0.3   161.2   -0.42
1952-01-20    0.5   160.2   -0.42
1952-01-21    0.7   159.3   -0.41
1952-01-22    0.2   157.9   -0.42
1952-01-23    0.6   157.0   -0.42
1952-01-24    1.4   156.8   -0.40
1952-01-25    0.6   155.7   -0.39
1952-01-26    0.6   154.7   -0.38
1952-01-27    0.4   153.5   -0.39
1952-01-28    1.1   153.0   -0.37
1952-01-29    1.0   152.3   -0.37
1952-01-30    0.6   151.3   -0.37
1952-01-31    1.1   150.7   -0.36
1952-02-01    0.1   149.2   -0.36
1952-02-02    0.4   148.0   -0.37
1952-02-03    0.2   146.7   -0.36
1952-02-04    0.3   145.5   -0.36
1952-02-05    0.2   144.2   -0.36
1952-02-06    0.3   143.1   -0.36
1952-02-07    0.4   142.1   -0.36
1952-02-08    0.8   141.4   -0.36
1952-02-09    0.8   140.7   -0.37
1952-02-10    1.5   140.7   -0.36
1952-02-11    0.8   139.9   -0.36
1952-02-12    0.5   138.8   -0.36
1952-02-13    2.1   139.4   -0.36
1952-02-14    0.7   138.3   -0.35
1952-02-15    1.5   138.2   -0.36
1952-02-16    2.2   138.6   -0.34
1952-02-17    0.2   137.0   -0.35
1952-02-18    1.1   136.4   -0.34
1952-02-19    0.9   135.6   -0.34
1952-02-20    0.9   134.9   -0.33
1952-02-21    0.5   133.7   -0.35
1952-02-22    1.6   133.7   -0.35
1952-02-23    0.9   132.9   -0.35
1952-02-24    0.5   131.8   -0.35
1952-02-25    1.8   132.0   -0.36
1952-02-26    0.2   130.4   -0.37
1952-02-27    1.5   130.4   -0.35
1952-02-28    2.1   130.8   -0.35
1952-03-01    0.4   129.3   -0.36
1952-03-02    1.9   129.6   -0.37
1952-03-03    3.5   131.3   -0.39
1952-03-04    1.1   130.3   -0.41
1952-03-05    1.4   129.8   -0.39
1952-03-06    2.1   130.0   -0.37
1952-03-07    0.9   128.9   -0.38
1952-03-08    1.4   128.4   -0.36
1952-03-09    2.3   128.9   -0.35
1952-03-10    0.5   127.4   -0.36
1952-03-11    1.6   127.2   -0.36
1952-03-12    0.6   125.9   -0.37
1952-03-13    0.1   124.3   -0.38
1952-03-14    0.6   123.3   -0.39
1952-03-15    1.8   123.5   -0.37
1952-03-16    2.5   124.3   -0.38
1952-03-17    0.5   122.8   -0.38
1952-03-18    1.2   122.3   -0.37
1952-03-19    1.9   122.4   -0.37
1952-03-20    2.0   122.6   -0.34
1952-03-21    0.7   121.3   -0.36
1952-03-22    1.2   120.8   -0.36
1952-03-23    2.0   121.0   -0.37
1952-03-24    2.0   121.1   -0.39
1952-03-25    2.0   121.1   -0.39
1952-03-26    1.7   120.9   -0.36
1952-03-27    0.7   119.6   -0.36
1952-03-28    1.8   119.6   -0.34
1952-03-29    4.0   121.7   -0.29
1952-03-30    2.8   122.2   -0.29
1952-03-31    0.8   120.7   -0.31
1952-04-01    1.0   119.7   -0.34
1952-04-02    1.3   119.1   -0.34
1952-04-03    1.5   118.7   -0.34
1952-04-04    3.0   119.7   -0.28
1952-04-05    5.8   123.4   -0.20
1952-04-06    3.8   124.5   -0.19
1952-04-07    4.0   125.8    0.06
1952-04-08    2.2   125.2    0.11
1952-04-09    0.5   123.2   -0.01
1952-04-10    2.0   123.0   -0.04
1952-04-11    1.4   122.1   -0.03
1952-04-12    4.2   124.2   -0.11
1952-04-13    3.5   125.1   -0.02
1952-04-14    1.9   124.4   -0.02
1952-04-15    5.7   127.7    0.15
1952-04-16    2.3   127.0    0.16
1952-04-17    2.6   126.9    0.18
1952-04-18    2.0   126.3    0.10
1952-04-19    4.6   128.4    0.15
1952-04-20    1.3   126.9    0.09
1952-04-21    2.9   127.3    0.10
1952-04-22    2.7   127.4    0.07
1952-04-23    3.0   127.8    0.14
1952-04-24    6.5   131.6    0.33
1952-04-25    2.7   131.1    0.35
1952-04-26    3.9   132.1    0.30
1952-04-27    1.4   130.5    0.27
1952-04-28    3.0   130.8    0.25
1952-04-29    1.7   129.7    0.08
1952-04-30    3.1   130.2    0.12
1952-05-01    2.9   130.4    0.18
1952-05-02    3.4   131.1    0.15
1952-05-03    3.8   132.1    0.14
1952-05-04    5.4   134.6    0.29
1952-05-05    2.4   133.7    0.26
1952-05-06    2.9   133.7    0.08
1952-05-07    6.0   136.8   -0.04
1952-05-08    2.8   136.2    0.02
1952-05-09    0.7   133.8    0.00
1952-05-10    3.2   134.4   -0.01
1952-05-11    1.8   133.3   -0.04
1952-05-12    3.9   134.6   -0.10
1952-05-13    9.7   141.3   -0.09
1952-05-14    4.1   141.5   -0.01
1952-05-15    0.5   138.5   -0.03
1952-05-16    1.3   136.8   -0.09
1952-05-17    1.6   135.7   -0.11
1952-05-18    2.5   135.5   -0.20
1952-05-19    3.6   136.4   -0.18
1952-05-20    1.8   135.3   -0.18
1952-05-21    1.2   133.8   -0.19
1952-05-22    2.2   133.4   -0.22
1952-05-23    0.8   131.7   -0.24
1952-05-24    3.5   132.8   -0.24
1952-05-25    8.0   138.1   -0.13
1952-05-26    2.5   137.1   -0.13
1952-05-27    1.3   135.3   -0.17
1952-05-28    2.8   135.4   -0.20
1952-05-29    2.0   134.6   -0.15
1952-05-30    4.0   135.9   -0.08
1952-05-31    1.4   134.3   -0.08
1952-06-01    3.6   135.2   -0.07
1952-06-02    6.9   139.3   -0.09
1952-06-03    3.1   138.9   -0.06
1952-06-04    3.5   139.2   -0.04
1952-06-05    2.9   138.9   -0.04
1952-06-06    2.4   138.3    0.03
1952-06-07    1.9   137.2    0.02
1952-06-08    3.4   137.8    0.01
1952-06-09    2.8   137.7    0.02
1952-06-10    3.9   138.6   -0.05
1952-06-11    1.6   137.2   -0.04
1952-06-12    1.5   135.9   -0.12
1952-06-13    3.2   136.4   -0.10
1952-06-14    3.6   137.2   -0.11
1952-06-15    1.1   135.3   -0.12
1952-06-16    3.2   135.9   -0.12
1952-06-17    4.0   137.1   -0.15
1952-06-18    5.1   139.2   -0.21
1952-06-19    5.0   140.9   -0.18
1952-06-20    4.6   142.1   -0.15
1952-06-21    4.1   142.7   -0.18
1952-06-22   10.8   150.1   -0.04
1952-06-23    1.2   146.9   -0.09
1952-06-24    7.7   151.1   -0.04
1952-06-25   17.5   164.5    0.09
1952-06-26    9.1   167.7    0.09
1952-06-27    5.4   167.5    0.07
1952-06-28    7.7   170.2    0.15
1952-06-29    7.7   172.8    0.13
1952-06-30    5.6   173.3    0.11
1952-07-01   19.5   187.9    0.14
1952-07-02   10.7   191.7    0.05
1952-07-03   12.5   197.6    0.12
1952-07-04    9.5   200.3    0.16
1952-07-05    7.8   201.5    0.15
1952-07-06    6.4   201.7    0.15
1952-07-07   15.2   211.0    0.28
1952-07-08   11.5   215.4    0.33
1952-07-09   10.6   218.9    0.19
1952-07-10   13.8   225.7    0.22
1952-07-11   10.9   229.1    0.14
1952-07-12   12.6   234.3    0.00
1952-07-13    8.1   234.8    0.03
1952-07-14   13.7   241.4    0.05
1952-07-15   19.2   252.8    0.01
1952-07-16   15.9   259.8   -0.05
1952-07-17   23.1   273.9    0.01
1952-07-18    8.9   272.5    0.02
1952-07-19   13.4   277.1   -0.01
1952-07-20   14.0   282.1    0.02
1952-07-21   12.0   285.0    0.05
1952-07-22    6.3   282.4   -0.03
1952-07-23    9.0   283.5    0.02
1952-07-24   11.7   287.3   -0.02
1952-07-25   17.1   296.3    0.02
1952-07-26   14.3   301.4    0.02
1952-07-27   14.3   306.5   -0.07
1952-07-28   12.0   309.2   -0.08
1952-07-29   10.4   310.5   -0.09
1952-07-30    6.8   308.6   -0.07
1952-07-31    4.2   304.8   -0.07
1952-08-01    4.5   302.0   -0.13
1952-08-02   13.8   308.9   -0.14
1952-08-03   13.2   314.1   -0.10
1952-08-04   11.5   317.2   -0.16
1952-08-05    6.6   315.4   -0.14
1952-08-06    8.7   316.4   -0.15
1952-08-07   10.8   319.5   -0.23
1952-08-08   15.1   326.6   -0.19
1952-08-09    5.9   323.8   -0.20
1952-08-10   11.8   327.8   -0.21
1952-08-11    9.7   329.3   -0.22
1952-08-12    7.6   328.8   -0.22
1952-08-13    9.8   330.9   -0.23
1952-08-14   11.4   334.4   -0.21
1952-08-15    8.7   334.9   -0.20
1952-08-16    7.8   334.8   -0.19
1952-08-17   10.7   337.9   -0.16
1952-08-18    8.9   338.8   -0.14
1952-08-19   13.1   344.1   -0.11
1952-08-20   10.2   345.9   -0.17
1952-08-21    7.6   345.2   -0.17
1952-08-22    3.2   340.6   -0.18
1952-08-23   11.0   344.7   -0.16
1952-08-24    6.9   343.9   -0.22
1952-08-25   10.8   347.3   -0.25
1952-08-26    8.2   347.8   -0.25
1952-08-27   11.8   352.0   -0.30
1952-08-28    7.3   351.2   -0.34
1952-08-29    6.8   350.4   -0.34
1952-08-30    8.0   351.1   -0.31
1952-08-31   10.9   354.7   -0.31
1952-09-01   16.1   363.0   -0.31
1952-09-02   11.9   366.1   -0.33
1952-09-03    7.8   365.2   -0.28
1952-09-04   10.8   367.9   -0.22
1952-09-05   13.5   373.2   -0.20
1952-09-06    6.5   370.9   -0.21
1952-09-07    2.8   365.7   -0.21
1952-09-08    4.9   363.6   -0.17
1952-09-09    9.7   366.4   -0.17
1952-09-10    5.5   364.5   -0.18
1952-09-11    9.3   366.8   -0.18
1952-09-12    2.1   361.6   -0.19
1952-09-13    5.6   360.8   -0.18
1952-09-14    3.8   358.1   -0.18
1952-09-15    2.3   354.2   -0.19
1952-09-16    1.6   350.1   -0.21
1952-09-17    8.5   353.2   -0.20
1952-09-18    1.5   348.5   -0.22
1952-09-19    3.6   346.7   -0.24
1952-09-20    2.1   343.3   -0.26
1952-09-21    1.8   340.0   -0.31
1952-09-22    2.0   337.1   -0.30
1952-09-23    2.4   334.7   -0.28
1952-09-24    4.9   334.9   -0.29
1952-09-25    1.5   331.4   -0.28
1952-09-26    1.9   328.7   -0.28
1952-09-27    1.6   325.8   -0.29
1952-09-28    2.0   323.4   -0.28
1952-09-29    1.9   321.0   -0.29
1952-09-30    1.8   318.6   -0.30
1952-10-01    1.5   316.0   -0.31
1952-10-02    0.8   312.8   -0.31
1952-10-03    2.6   311.6   -0.31
1952-10-04    1.0   308.6   -0.31
1952-10-05    3.0   307.9   -0.30
1952-10-06    1.8   305.7   -0.30
1952-10-07    1.1   303.0   -0.30
1952-10-08    0.8   300.2   -0.30
1952-10-09    0.4   297.0   -0.31
1952-10-10    2.2   295.9   -0.31
1952-10-11    1.2   293.6   -0.30
1952-10-12    4.6   294.8   -0.31
1952-10-13    3.3   294.2   -0.30
1952-10-14    2.3   292.6   -0.28
1952-10-15    1.2   290.1   -0.28
1952-10-16    2.7   289.3   -0.29
1952-10-17    1.5   287.1   -0.30
1952-10-18    1.2   284.8   -0.29
1952-10-19    1.2   282.7   -0.31
1952-10-20    0.4   279.8   -0.30
1952-10-21    2.1   278.8   -0.31
1952-10-22    0.4   276.0   -0.32
1952-10-23    0.2   273.1   -0.33
1952-10-24    3.5   273.8   -0.32
1952-10-25    2.5   273.0   -0.30
1952-10-26    0.5   270.2   -0.30
1952-10-27    1.8   268.9   -0.29
1952-10-28    0.9   266.8   -0.30
1952-10-29    1.6   265.4   -0.29
1952-10-30    1.0   263.4   -0.29
1952-10-31    1.3   261.8   -0.31
1952-11-01    1.1   260.0   -0.32
1952-11-02    1.4   258.6   -0.32
1952-11-03    1.7   257.4   -0.31
1952-11-04    2.4   256.9   -0.31
1952-11-05    2.3   256.2   -0.32
1952-11-06    1.7   254.9   -0.32
1952-11-07    1.5   253.4   -0.32
1952-11-08    1.6   252.1   -0.33
1952-11-09    2.1   251.3   -0.33
1952-11-10    2.3   250.6   -0.33
1952-11-11    1.1   248.7   -0.34
1952-11-12    1.0   246.9   -0.35
1952-11-13    2.8   246.9   -0.33
1952-11-14    1.6   245.6   -0.33
1952-11-15    2.3   245.0   -0.33
1952-11-16    1.0   243.1   -0.33
1952-11-17    1.0   241.3   -0.33
1952-11-18    1.6   240.2   -0.33
1952-11-19    2.6   240.1   -0.33
1952-11-20    1.8   239.0   -0.33
1952-11-21    2.0   238.2   -0.32
1952-11-22    1.4   236.7   -0.31
1952-11-23    0.7   234.7   -0.32
1952-11-24    2.6   234.7   -0.30
1952-11-25    1.1   232.9   -0.30
1952-11-26    1.2   231.5   -0.31
1952-11-27    2.2   231.1   -0.31
1952-11-28    1.0   229.3   -0.31
1952-11-29    2.0   228.8   -0.33
1952-11-30    1.1   227.2   -0.33
1952-12-01    1.3   225.9   -0.32
1952-12-02    1.1   224.5   -0.31
1952-12-03    0.8   222.8   -0.31
