   Date      Prec    AWRI     EDI
1959-06-15   70.8   353.3    0.15
1959-07-15  323.1   577.5   -0.22
1959-08-15  283.0   692.4   -0.39
1959-09-15  142.9   645.0   -0.37
1959-10-15   57.6   542.5   -0.35
1959-11-15   27.9   446.3   -0.51
1959-12-15   34.1   381.6   -0.39
1960-01-15    4.6   299.3   -0.56
1960-02-15    4.0   233.2   -0.71
1960-03-15  113.6   288.2    0.18
1960-04-15   19.0   224.3   -0.76
1960-05-15  135.4   297.3    0.03
1960-06-15  296.9   503.6    1.50
1960-07-15  313.2   661.3    0.16
1960-08-15  138.1   610.8   -0.70
1960-09-15   63.5   521.2   -0.86
1960-10-15    7.9   410.0   -1.09
1960-11-15   76.5   399.8   -0.92
1960-12-15   15.7   323.3   -0.98
1961-01-15   18.0   268.5   -1.04
1961-02-15    8.8   213.3   -1.16
1961-03-15   40.8   199.0   -1.15
1961-04-15  102.2   244.4   -0.60
1961-05-15  123.6   290.7   -0.38
1961-06-15   77.7   277.3   -0.72
1961-07-15  267.8   465.7   -0.88
1961-08-15  360.6   692.9   -0.60
1961-09-15  295.1   795.4    0.18
1961-10-15   48.6   636.5    0.11
1961-11-15   57.8   549.4    0.13
1961-12-15   35.6   463.9    0.26
1962-01-15    1.2   363.4    0.01
1962-02-15   25.7   309.8    0.07
1962-03-15   18.5   254.2   -0.41
1962-04-15   91.6   279.8    0.21
1962-05-15   12.5   210.3   -1.20
1962-06-15  110.3   259.0   -0.71
1962-07-15  180.0   355.4   -1.22
1962-08-15  193.2   438.1   -1.36
1962-09-15  236.4   549.7   -0.78
1962-10-15   36.8   439.2   -0.98
1962-11-15   52.2   389.9   -1.06
1962-12-15   27.8   329.7   -1.05
1963-01-15   13.3   270.3   -1.18
1963-02-15    2.6   212.6   -1.36
1963-03-15   57.3   221.0   -1.20
1963-04-15  221.1   382.7    2.02
1963-05-15  186.7   455.5    2.27
1963-06-15  383.7   707.9    3.33
1963-07-15  513.6  1015.7    1.74
1963-08-15  126.5   856.2    0.21
1963-09-15   50.1   698.5   -0.19
1963-10-15   32.1   577.4   -0.18
1963-11-15   26.8   480.9   -0.27
1963-12-15   12.8   389.8   -0.26
1964-01-15   20.3   323.1   -0.21
1964-02-15   27.1   271.4   -0.13
1964-03-15   37.3   234.1   -0.22
1964-04-15  338.8   500.3    4.09
1964-05-15   83.3   420.8    1.78
1964-06-15  112.5   409.9    0.66
1964-07-15  504.5   800.6    0.78
1964-08-15  220.3   791.8   -0.03
1964-09-15  378.9   970.1    0.84
1964-10-15   40.6   760.7    0.78
1964-11-15   25.2   615.9    0.61
1964-12-15    5.2   488.8    0.49
1965-01-15   19.1   402.8    0.50
1965-02-15    2.4   312.5    0.11
1965-03-15   16.8   251.8   -0.45
1965-04-15   10.4   190.6   -1.12
1965-05-15   11.6   145.8   -1.83
1965-06-15   23.8   119.4   -1.81
1965-07-15  631.6   702.9    0.34
1965-08-15  319.4   791.3   -0.03
1965-09-15   27.0   595.3   -0.57
1965-10-15   63.7   524.3   -0.50
1965-11-15   85.0   494.4   -0.31
1965-12-15    5.5   389.3   -0.48
1966-01-15    9.7   316.9   -0.61
1966-02-15   29.4   277.8   -0.52
1966-03-15   90.5   302.1    0.41
1966-04-15   35.7   255.4   -0.21
1966-05-15   37.1   220.8   -1.04
1966-06-15  179.8   333.0   -0.07
1966-07-15  897.7  1120.1    2.20
1966-08-15  272.8  1045.2    0.91
1966-09-15  302.8  1078.7    1.25
1966-10-15   74.9   886.8    1.47
1966-11-15   81.6   771.2    1.74
1966-12-15    6.9   609.9    1.62
1967-01-15   24.7   505.9    1.77
1967-02-15   54.6   448.0    2.12
1967-03-15   88.2   426.4    2.55
1967-04-15   93.3   405.1    2.42
1967-05-15   59.6   347.1    0.74
1967-06-15  135.3   374.8    0.34
1967-07-15  283.8   535.3   -0.40
1967-08-15  261.8   638.4   -0.59
1967-09-15  158.1   619.6   -0.46
1967-10-15   26.5   490.9   -0.63
1967-11-15   53.3   434.3   -0.63
1967-12-15    9.6   346.5   -0.72
1968-01-15   11.3   281.4   -0.82
1968-02-15   10.5   226.9   -0.91
1968-03-15   56.1   226.9   -0.75
1968-04-15   45.2   208.9   -0.89
1968-05-15   53.4   201.5   -1.21
1968-06-15   41.1   180.4   -1.46
1968-07-15  412.4   536.4   -0.60
1968-08-15  362.8   730.8   -0.45
1968-09-15  126.3   651.0   -0.53
1968-10-15  101.8   594.2   -0.37
1968-11-15   54.2   510.8   -0.44
1968-12-15   11.1   409.2   -0.54
1969-01-15   62.2   384.4    0.27
1969-02-15   59.2   354.2    0.73
1969-03-15   13.7   280.5    0.04
1969-04-15  219.3   430.0    2.86
1969-05-15  255.2   558.7    3.73
1969-06-15   31.8   426.1    0.80
1969-07-15  345.9   656.7    0.14
1969-08-15  455.1   924.1    0.46
1969-09-15  230.0   899.1    0.57
1969-10-15   18.4   692.2    0.41
1969-11-15   28.4   568.5    0.27
1969-12-15   17.6   463.5    0.25
1970-01-15    5.9   367.3    0.06
1970-02-15   49.2   332.6    0.41
1970-03-15   12.7   259.7   -0.31
1970-04-15    7.5   194.6   -1.09
1970-05-15   84.0   220.4   -0.88
1970-06-15  249.8   399.4    0.56
1970-07-15  425.6   693.0    0.30
1970-08-15  195.9   676.8   -0.46
1970-09-15  461.2   960.8    0.80
1970-10-15  153.1   857.4    1.31
1970-11-15   42.8   696.5    1.20
1970-12-15   20.5   565.5    1.20
1971-01-15   19.3   465.1    1.27
1971-02-15   26.0   389.8    1.26
1971-03-15   42.2   341.8    1.10
1971-04-15   52.7   307.0    0.69
1971-05-15  121.6   340.9    0.65
1971-06-15  135.8   369.9    0.30
1971-07-15  530.3   784.9    0.71
1971-08-15  223.2   767.0   -0.12
1971-09-15  159.8   718.4   -0.08
1971-10-15   12.8   555.4   -0.26
1971-11-15   19.5   455.7   -0.44
1971-12-15   16.5   376.0   -0.42
1972-01-15   62.6   357.4   -0.01
1972-02-15   32.6   303.9    0.02
1972-03-15   76.8   304.2    0.45
1972-04-15   23.4   242.9   -0.43
1972-05-15   85.3   258.3   -0.50
1972-06-15   28.0   205.7   -1.15
1972-07-15  230.8   371.7   -1.14
1972-08-15  881.8  1141.5    1.26
1972-09-15  133.6   928.4    0.68
1972-10-15   82.6   783.5    0.91
1972-11-15  125.4   732.7    1.46
1972-12-15    6.7   572.9    1.27
1973-01-15   56.9   507.9    1.80
1973-02-15    3.7   397.4    1.37
1973-03-15   13.7   321.1    0.74
1973-04-15  133.0   375.9    1.90
1973-05-15   82.5   349.9    0.78
1973-06-15  107.9   354.2    0.16
1973-07-15  191.3   434.1   -0.85
1973-08-15  188.4   485.2   -1.11
1973-09-15   88.1   441.4   -1.11
1973-10-15   26.5   358.6   -1.31
1973-11-15   24.7   301.3   -1.52
1973-12-15   11.4   246.1   -1.58
1974-01-15   15.1   206.0   -1.67
1974-02-15   23.8   181.7   -1.61
1974-03-15   27.7   162.4   -1.75
1974-04-15  144.8   261.0   -0.70
1974-05-15  239.8   420.7    1.78
1974-06-15   64.3   358.0    0.19
1974-07-15  256.9   519.5   -0.47
1974-08-15  319.0   694.3   -0.41
1974-09-15   96.3   603.3   -0.57
1974-10-15   36.2   496.5   -0.67
1974-11-15   10.6   397.8   -0.95
1974-12-15   16.2   329.4   -0.95
1975-01-15   17.4   274.0   -1.00
1975-02-15    6.4   215.7   -1.13
1975-03-15   64.2   224.9   -0.87
1975-04-15  103.0   260.9   -0.40
1975-05-15   83.7   263.8   -0.62
1975-06-15   50.5   236.4   -1.05
1975-07-15  384.5   551.7   -0.53
1975-08-15   96.2   479.7   -1.35
1975-09-15  181.3   540.3   -0.96
1975-10-15   21.0   425.4   -1.20
1975-11-15   36.3   367.8   -1.36
1975-12-15   22.9   309.4   -1.36
1976-01-15    4.0   244.4   -1.53
1976-02-15  108.1   297.0   -0.87
1976-03-15    6.8   222.6   -1.33
1976-04-15   58.4   222.9   -1.31
1976-05-15   41.5   201.3   -1.64
1976-06-15   49.2   192.0   -1.82
1976-07-15  176.7   309.9   -1.88
1976-08-15  462.3   681.0   -0.98
1976-09-15   78.7   556.8   -1.15
1976-10-15   60.7   481.8   -1.25
1976-11-15   30.7   402.3   -1.47
1976-12-15   32.2   346.4   -1.44
1977-01-15    2.2   271.6   -1.63
1977-02-15    0.2   211.2   -1.77
1977-03-15   36.5   199.9   -1.87
1977-04-15  228.8   375.9    1.90
1977-05-15   63.7   325.3    0.43
1977-06-15   46.4   280.4   -0.50
1977-07-15  405.4   607.2   -0.10
1977-08-15  101.0   523.3   -1.03
1977-09-15   96.2   488.7   -0.99
1977-10-15   15.7   388.1   -1.23
1977-11-15   96.0   399.7   -0.98
1977-12-15   55.4   360.2   -0.78
1978-01-15   11.6   286.6   -0.96
1978-02-15   13.6   233.1   -1.05
1978-03-15   52.2   226.8   -0.96
1978-04-15   13.0   175.5   -1.43
1978-05-15   25.4   152.9   -1.88
1978-06-15  374.7   482.0    1.30
1978-07-15  242.2   568.3   -0.26
1978-08-15  270.7   680.5   -0.47
1978-09-15   80.9   580.0   -0.66
1978-10-15   40.0   483.4   -0.74
1978-11-15    7.5   383.1   -1.04
1978-12-15   29.1   331.3   -0.95
1979-01-15   19.6   277.9   -0.99
1979-02-15   32.6   246.2   -0.87
1979-03-15   60.3   244.0   -0.72
1979-04-15  138.6   314.3    0.82
1979-05-15  116.0   334.3    0.56
1979-06-15  354.4   586.4    2.24
1979-07-15  204.3   614.8   -0.05
1979-08-15  237.8   687.1   -0.43
1979-09-15   46.8   557.8   -0.72
1979-10-15    3.5   435.5   -0.96
1979-11-15   30.0   374.1   -1.07
1979-12-15   35.5   327.5   -0.93
1980-01-15   28.0   279.4   -0.89
1980-02-15    4.2   214.6   -1.07
1980-03-15   32.8   191.3   -1.15
1980-04-15  216.7   351.2    1.47
1980-05-15   90.3   329.1    0.48
1980-06-15  118.8   350.0    0.12
1980-07-15  259.2   511.7   -0.51
1980-08-15  331.5   699.4   -0.40
1980-09-15   58.3   568.4   -0.71
1980-10-15   44.9   481.4   -0.76
1980-11-15   10.6   385.0   -1.04
1980-12-15   46.3   348.6   -0.82
1981-01-15   21.0   289.4   -0.87
1981-02-15   12.0   232.8   -0.98
1981-03-15   55.4   229.0   -0.84
1981-04-15   55.4   218.0   -0.87
1981-05-15   80.8   234.9   -0.96
1981-06-15  109.1   272.4   -0.82
1981-07-15  463.8   653.0    0.12
1981-08-15  192.9   646.3   -0.57
1981-09-15  129.0   607.3   -0.55
1981-10-15   34.1   495.2   -0.67
1981-11-15   46.7   433.1   -0.72
1981-12-15   16.0   353.3   -0.77
1982-01-15   26.0   302.2   -0.74
1982-02-15    2.9   235.4   -0.95
1982-03-15   46.0   224.4   -0.88
1982-04-15    8.1   170.6   -1.41
1982-05-15  134.6   255.3   -0.76
1982-06-15   15.7   187.7   -1.43
1982-07-15  195.5   324.2   -1.49
1982-08-15  255.8   482.7   -1.39
1982-09-15    4.8   350.3   -1.64
1982-10-15   46.5   316.7   -1.79
1982-11-15  164.8   409.4   -1.29
1982-12-15   48.6   353.4   -1.24
1983-01-15   11.1   281.2   -1.45
1983-02-15   11.7   229.9   -1.56
1983-03-15   67.5   244.0   -1.41
1983-04-15  113.4   293.4    0.45
1983-05-15   69.0   278.9   -0.23
1983-06-15   27.4   230.3   -1.03
1983-07-15  398.6   566.5   -0.35
1983-08-15  132.2   527.5   -1.08
1983-09-15  253.4   645.1   -0.48
1983-10-15   82.2   557.1   -0.43
1983-11-15   28.7   452.2   -0.65
1983-12-15    9.9   362.4   -0.75
1984-01-15   10.7   295.2   -0.86
1984-02-15   14.9   244.0   -0.92
1984-03-15   11.4   196.1   -1.24
1984-04-15   41.8   186.4   -1.30
1984-05-15   35.2   167.5   -1.69
1984-06-15  105.5   220.9   -1.32
1984-07-15  269.9   416.9   -1.18
1984-08-15  330.9   619.6   -0.95
1984-09-15  348.1   788.5    0.15
1984-10-15   21.4   597.5   -0.10
1984-11-15   35.5   499.7   -0.26
1984-12-15   24.2   417.1   -0.24
1985-01-15   31.2   359.8   -0.16
1985-02-15   25.9   306.0    0.02
1985-03-15   57.8   292.3    0.25
1985-04-15   69.0   285.2    0.31
1985-05-15  177.4   382.7    1.24
1985-06-15   85.4   351.9    0.14
1985-07-15  185.2   434.1   -0.85
1985-08-15  438.9   746.4   -0.19
1985-09-15  171.7   701.3   -0.16
1985-10-15  177.8   704.0    0.48
1985-11-15   82.4   615.2    0.61
1985-12-15   41.9   516.2    0.74
1986-01-15   11.7   412.9    0.62
1986-02-15    8.3   329.9    0.37
1986-03-15   44.3   297.9    0.34
1986-04-15   20.6   241.3   -0.46
1986-05-15   71.5   246.0   -0.66
1986-06-15  117.1   289.4   -0.43
1986-07-15  351.8   550.0   -0.35
1986-08-15  370.3   747.7   -0.20
1986-09-15  101.0   635.8   -0.41
1986-10-15   79.6   559.0   -0.29
1986-11-15   39.3   470.0   -0.40
1986-12-15   31.9   399.3   -0.32
1987-01-15   43.4   355.6   -0.16
1987-02-15   36.2   310.0    0.08
1987-03-15   34.2   268.9   -0.16
1987-04-15   55.3   254.7   -0.27
1987-05-15  126.6   308.8    0.20
1987-06-15  130.3   344.3    0.07
1987-07-15  651.2   890.3    1.18
1987-08-15  521.8  1138.9    1.25
1987-09-15   61.1   886.4    0.52
1987-10-15   21.9   704.1    0.48
1987-11-15   66.8   621.7    0.65
1987-12-15    2.6   489.1    0.49
1988-01-15    3.3   388.5    0.32
1988-02-15    4.5   307.1    0.03
1988-03-15   31.3   264.5   -0.23
1988-04-15   60.5   251.6   -0.16
1988-05-15   42.8   215.0   -0.89
1988-06-15   73.7   215.6   -0.91
1988-07-15  382.3   519.4   -0.40
1988-08-15   81.3   434.7   -1.30
1988-09-15   39.7   364.8   -1.40
1988-10-15    8.4   290.0   -1.68
1988-11-15   21.1   249.2   -1.91
1988-12-15   11.9   207.7   -1.95
1989-01-15   44.6   206.7   -1.82
1989-02-15   32.7   188.1   -1.73
1989-03-15  116.7   255.7   -1.07
1989-04-15   14.0   195.2   -1.61
1989-05-15   41.1   183.4   -1.92
1989-06-15  177.1   307.8   -1.03
1989-07-15  343.5   556.6   -0.79
1989-08-15  329.4   725.1   -0.72
1989-09-15  101.2   629.5   -0.83
1989-10-15   69.9   549.7   -0.84
1989-11-15  154.5   579.8    0.35
1989-12-15   12.4   452.8    0.15
1990-01-15   62.2   414.5    0.64
1990-02-15   64.8   381.7    1.14
1990-03-15   92.3   379.1    1.74
1990-04-15   94.2   374.2    1.88
1990-05-15  122.8   394.3    1.41
1990-06-15  497.2   778.0    3.96
1990-07-15  486.5  1027.9    1.79
1990-08-15  283.5  1021.4    0.82
1990-09-15  570.1  1331.7    2.21
1990-10-15    0.0   981.2    1.98
1990-11-15   56.0   820.1    2.10
1990-12-15   25.9   668.9    2.17
1991-01-15   14.4   537.8    2.17
1991-02-15   28.4   445.1    2.08
1991-03-15   65.5   401.6    2.13
1991-04-15   48.5   339.9    1.27
1991-05-15   83.2   321.4    0.38
1991-06-15   81.8   297.2   -0.35
1991-07-15  487.8   689.0    0.28
1991-08-15   68.2   540.2   -0.96
1991-09-15  175.2   572.7   -0.63
1991-10-15   27.3   458.5   -0.82
1991-11-15   35.0   391.5   -0.95
1991-12-15   42.9   348.4   -0.77
1992-01-15   13.6   282.7   -0.90
1992-02-15   24.1   241.6   -0.87
1992-03-15   11.2   192.7   -1.23
1992-04-15   76.5   218.4   -0.91
1992-05-15  155.5   308.0    0.19
1992-06-15   99.6   311.2   -0.23
1992-07-15  270.1   487.6   -0.64
1992-08-15  418.8   767.0   -0.18
1992-09-15  168.5   718.5   -0.17
1992-10-15   33.6   574.0   -0.29
1992-11-15   89.5   536.5    0.04
1992-12-15   71.4   486.1    0.46
1993-01-15    2.2   377.2    0.18
1993-02-15   69.5   363.3    0.87
1993-03-15   29.2   302.4    0.42
1993-04-15   85.5   309.6    0.74
1993-05-15  135.7   356.9    0.88
1993-06-15  198.2   449.3    1.01
1993-07-15  424.4   738.8    0.50
1993-08-15  197.8   717.4   -0.31
1993-09-15   56.1   587.8   -0.59
1993-10-15   15.4   468.3   -0.75
1993-11-15   66.6   433.2   -0.63
1993-12-15   12.1   346.5   -0.70
1994-01-15    6.5   275.9   -0.84
1994-02-15   14.8   226.2   -0.87
1994-03-15   31.7   200.5   -0.97
1994-04-15   44.9   187.6   -1.05
1994-05-15  152.4   280.7   -0.34
1994-06-15   85.0   273.9   -0.65
1994-07-15  139.5   330.0   -1.39
1994-08-15  232.7   470.6   -1.38
1994-09-15   60.7   402.4   -1.43
1994-10-15  214.5   520.7   -0.82
1994-11-15   49.6   435.3   -1.00
1994-12-15   23.5   358.4   -1.04
1995-01-15   11.6   290.8   -1.19
1995-02-15    5.2   231.4   -1.33
1995-03-15   60.6   238.4   -1.22
1995-04-15   44.4   219.0   -1.35
1995-05-15   60.6   218.1   -1.52
1995-06-15   70.7   226.2   -1.59
1995-07-15  436.1   595.9   -0.68
1995-08-15  786.6  1198.1    1.47
1995-09-15   47.2   891.9    0.54
1995-10-15   39.3   719.0    0.56
1995-11-15   32.9   597.1    0.48
1995-12-15    3.4   475.4    0.36
1996-01-15   16.3   393.4    0.38
1996-02-15    0.9   308.1    0.05
1996-03-15   77.9   313.8    0.62
1996-04-15   62.0   289.6    0.39
1996-05-15   29.3   233.3   -0.87
1996-06-15  249.7   409.1    0.65
1996-07-15  512.8   783.7    0.70
1996-08-15  132.4   671.6   -0.48
1996-09-15   11.0   515.6   -0.89
1996-10-15   90.3   494.3   -0.68
1996-11-15   62.9   445.6   -0.64
1996-12-15   11.0   356.2   -0.74
1997-01-15   16.8   294.8   -0.80
1997-02-15   39.6   266.4   -0.61
1997-03-15   25.3   223.0   -0.85
1997-04-15   56.1   218.2   -0.83
1997-05-15  291.3   443.7    2.11
1997-06-15  110.0   410.3    0.66
1997-07-15  299.6   591.7   -0.15
1997-08-15  117.2   544.8   -0.97
1997-09-15   76.9   487.5   -1.01
1997-10-15   45.5   418.6   -1.08
1997-11-15   93.8   418.3   -0.85
1997-12-15   38.1   357.3   -0.77
1998-01-15   10.4   284.3   -0.94
1998-02-15   32.3   249.9   -0.84
1998-03-15   45.1   231.1   -0.85
1998-04-15  120.2   286.3    0.33
1998-05-15  121.5   319.9    0.35
1998-06-15  234.1   460.9    1.12
1998-07-15  311.8   637.4    0.05
1998-08-15 1237.8  1697.4    3.32
1998-09-15  177.9  1371.3    2.36
1998-10-15   27.4  1066.4    2.44
1998-11-15   26.9   863.6    2.41
1998-12-15    3.7   688.3    2.35
1999-01-15   10.2   556.6    2.40
1999-02-15    2.9   438.3    1.98
1999-03-15   55.0   390.3    1.93
1999-04-15   97.2   381.2    2.00
1999-05-15  109.7   375.0    1.13
1999-06-15  131.8   384.7    0.43
1999-07-15  230.4   486.8   -0.62
1999-08-15  600.5   927.6    0.47
1999-09-15  377.3  1034.9    1.08
1999-10-15   81.6   845.8    1.25
1999-11-15   19.5   672.8    1.03
1999-12-15   17.0   548.1    1.04
2000-01-15   42.8   476.0    1.40
2000-02-15    2.1   371.7    0.99
2000-03-15    3.1   288.8    0.18
2000-04-15   30.7   246.6   -0.37
2000-05-15   75.2   250.9   -0.52
2000-06-15   68.1   238.4   -0.77
2000-07-15  114.7   272.6   -1.51
2000-08-15  599.4   780.0   -0.04
2000-09-15  178.5   715.8   -0.08
2000-10-15   18.1   550.4   -0.29
2000-11-15   27.1   456.9   -0.45
2000-12-15   27.0   387.1   -0.40
2001-01-15   39.4   343.8   -0.26
2001-02-15   45.7   312.5    0.11
2001-03-15   18.1   255.6   -0.39
2001-04-15   12.3   203.9   -1.11
2001-05-15   16.5   165.1   -1.79
2001-06-15  157.4   272.7   -0.67
2001-07-15  698.4   880.5    1.14
2001-08-15  252.0   849.9    0.18
2001-09-15   49.3   674.6   -0.28
2001-10-15   68.2   590.7   -0.14
2001-11-15   13.0   473.7   -0.40
2001-12-15   15.7   389.9   -0.40
2002-01-15   37.4   343.7   -0.22
2002-02-15    2.4   266.7   -0.46
2002-03-15   31.5   234.9   -0.58
2002-04-15  155.1   326.3    1.03
2002-05-15   58.0   282.6   -0.17
2002-06-15   61.4   255.6   -0.69
2002-07-15  220.6   394.3   -1.01
2002-08-15  688.0   967.2    0.62
2002-09-15   61.1   742.1   -0.03
2002-10-15   45.0   610.3   -0.04
2002-11-15   12.5   489.2   -0.30
2002-12-15   15.0   401.8   -0.31
2003-01-15   14.1   330.3   -0.36
2003-02-15   39.6   296.4   -0.16
2003-03-15   26.8   249.3   -0.40
2003-04-15  139.6   321.7    0.95
2003-05-15  106.0   331.7    0.52
2003-06-15  156.0   388.4    0.46
2003-07-15  451.8   721.6    0.43
2003-08-15  684.2  1185.1    1.42
2003-09-15  258.2  1108.0    1.36
2003-10-15   41.5   875.3    1.41
2003-11-15   69.3   753.8    1.61
2003-12-15    6.9   597.8    1.50
2004-01-15   19.8   491.7    1.60
2004-02-15   54.6   437.4    1.97
2004-03-15   27.6   357.9    1.37
2004-04-15   74.1   337.4    1.23
2004-05-15  168.5   407.2    1.59
2004-06-15  138.1   416.4    0.72
2004-07-15  510.7   795.6    0.76
2004-08-15  193.3   742.4   -0.21
2004-09-15  198.7   747.9    0.01
2004-10-15    6.5   570.8   -0.21
2004-11-15   80.0   527.7    0.01
2004-12-15   27.2   436.6    0.00
2005-01-15    4.5   344.0   -0.23
2005-02-15   17.2   283.3   -0.28
2005-03-15   12.5   226.3   -0.73
2005-04-15   94.7   259.4   -0.10
2005-05-15   85.8   264.2   -0.34
2005-06-15  168.5   349.4    0.11
2005-07-15  269.4   507.6   -0.53
2005-08-15  285.0   644.7   -0.59
2005-09-15  313.3   780.9    0.12
2005-10-15   52.6   628.7    0.07
2005-11-15   44.6   529.5   -0.01
2005-12-15   10.3   424.3   -0.12
2006-01-15   34.3   368.7    0.08
2006-02-15   15.7   301.0   -0.06
2006-03-15   14.0   243.7   -0.56
2006-04-15   51.8   232.2   -0.57
2006-05-15  156.2   320.7    0.37
2006-06-15  168.5   388.0    0.46
2006-07-15 1014.0  1283.2    2.93
2006-08-15  121.2  1005.7    0.76
2006-09-15   11.1   765.7    0.06
2006-10-15   30.2   631.9    0.08
2006-11-15   47.6   547.9    0.12
2006-12-15   17.3   448.1    0.11
2007-01-15   10.8   361.5   -0.01
2007-02-15   12.6   291.5   -0.11
2007-03-15  123.5   341.6    1.09
2007-04-15   41.1   280.5    0.23
2007-05-15  137.6   331.1    0.51
2007-06-15   54.5   276.8   -0.54
2007-07-15  274.1   460.4   -0.71
2007-08-15  237.6   566.8   -0.88
2007-09-15  241.9   657.3   -0.39
2007-10-15   39.5   526.4   -0.54
2007-11-15   26.4   433.1   -0.75
2007-12-15   12.7   351.6   -0.81
2008-01-15   17.7   293.0   -0.86
2008-02-15   15.0   240.9   -0.92
2008-03-15   53.9   235.2   -0.81
2008-04-15   38.5   209.8   -1.02
2008-05-15   97.7   246.9   -0.89
2008-06-15  165.0   336.8    0.00
2008-07-15  530.8   763.1    0.61
2008-08-15  251.2   781.8   -0.07
2008-09-15   99.2   673.2   -0.28
2008-10-15   41.8   557.9   -0.31
2008-11-15   19.6   456.3   -0.51
2008-12-15   25.9   385.8   -0.43
2009-01-15    5.7   307.3   -0.58
2009-02-15   36.9   275.0   -0.40
2009-03-15   63.9   269.1   -0.20
2009-04-15   66.5   260.0   -0.19
2009-05-15  109.0   290.7   -0.14
2009-06-15  132.0   331.0   -0.12
2009-07-15  659.4   887.0    1.17
2009-08-15  285.3   902.4    0.38
2009-09-15   64.5   730.7   -0.07
2009-10-15   66.9   631.6    0.08
2009-11-15   52.4   545.5    0.10
2009-12-15   21.5   447.8    0.11
2010-01-15   29.3   379.4    0.21
2010-02-15   55.3   346.7    0.62
